INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,date_col1,date_col2,date_col3,date_col4,date_col5
I182070112,3304,Assembly or Gathering Violations,NOISY PARTY/RADIO-NO ARREST,E5,694,,2018-08-31 20:45:00,2018,8,Friday,20,Part Three,WESTOVER ST,42.29299514,-71.15769172,"(42.29299514, -71.15769172)",2013-01-16,2013-01-16,2013-01-16,2013-01-16,2013-01-16
I182070110,611,Larceny,LARCENY PICK-POCKET,C11,356,,2018-08-31 19:06:00,2018,8,Friday,19,Part One,DORCHESTER AVE,42.29919694,-71.06046974,"(42.29919694, -71.06046974)",2013-01-17,2013-01-17,2013-01-17,2013-01-17,2013-01-17
I182070109,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,652,,2018-08-31 21:19:00,2018,8,Friday,21,Part Three,WASHINGTON ST,42.29941062,-71.11517471,"(42.29941062, -71.11517471)",2013-01-18,2013-01-18,2013-01-18,2013-01-18,2013-01-18
I182070108,2629,Harassment,HARASSMENT,D4,157,,2018-08-31 20:28:00,2018,8,Friday,20,Part Two,W NEWTON ST,42.34063708,-71.07572281,"(42.34063708, -71.07572281)",2013-01-19,2013-01-19,2013-01-19,2013-01-19,2013-01-19
I182070107,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,938,,2018-08-31 17:15:00,2018,8,Friday,17,Part One,FIDELIS WAY,42.345837599999996,-71.14492138,"(42.34583760, -71.14492138)",2013-01-20,2013-01-20,2013-01-20,2013-01-20,2013-01-20
I182070106,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,422,,2018-08-31 21:13:00,2018,8,Friday,21,Part Three,RIVER ST,42.27133005,-71.08299865,"(42.27133005, -71.08299865)",2013-01-21,2013-01-21,2013-01-21,2013-01-21,2013-01-21
I182070105,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D14,795,,2018-08-31 19:48:00,2018,8,Friday,19,Part Two,CAMBRIDGE ST,42.35343384,-71.13786355,"(42.35343384, -71.13786355)",2013-01-22,2013-01-22,2013-01-22,2013-01-22,2013-01-22
I182070104,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,77,,2018-08-31 21:14:00,2018,8,Friday,21,Part Two,BOWKER ST,42.36242887,-71.06054873,"(42.36242887, -71.06054873)",2013-01-23,2013-01-23,2013-01-23,2013-01-23,2013-01-23
I182070102,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,415,,2018-08-31 21:36:09,2018,8,Friday,21,Part Two,CODMAN HILL AVE,42.27969129,-71.07144322,"(42.27969129, -71.07144322)",2013-01-24,2013-01-24,2013-01-24,2013-01-24,2013-01-24
I182070101,3115,Investigate Person,INVESTIGATE PERSON,D4,171,,2018-08-31 20:23:00,2018,8,Friday,20,Part Three,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)",2013-01-25,2013-01-25,2013-01-25,2013-01-25,2013-01-25
I182070100,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,481,,2018-08-31 20:30:00,2018,8,Friday,20,Part Three,CUMMINS HWY,42.26857609,-71.09574826,"(42.26857609, -71.09574826)",2013-01-26,2013-01-26,2013-01-26,2013-01-26,2013-01-26
I182070099,560,Other Burglary,BURGLARY - OTHER - FORCE,B3,427,,2018-08-31 18:45:00,2018,8,Friday,18,Part One,NORFOLK ST,42.27759869,-71.09136804,"(42.27759869, -71.09136804)",2013-01-27,2013-01-27,2013-01-27,2013-01-27,2013-01-27
I182070097,3501,Missing Person Reported,MISSING PERSON,E5,746,,2018-08-31 13:30:00,2018,8,Friday,13,Part Three,LAGRANGE ST,42.29848031,-71.1717622,"(42.29848031, -71.17176220)",2013-01-28,2013-01-28,2013-01-28,2013-01-28,2013-01-28
I182070095,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,297,,2018-08-31 20:23:00,2018,8,Friday,20,Part Two,DALE ST,42.32074773,-71.08179833,"(42.32074773, -71.08179833)",2013-01-29,2013-01-29,2013-01-29,2013-01-29,2013-01-29
I182070095,619,Larceny,LARCENY ALL OTHERS,B2,297,,2018-08-31 20:23:00,2018,8,Friday,20,Part One,DALE ST,42.32074773,-71.08179833,"(42.32074773, -71.08179833)",2013-01-30,2013-01-30,2013-01-30,2013-01-30,2013-01-30
I182070094,3410,Towed,TOWED MOTOR VEHICLE,C11,817,,2018-08-31 20:01:00,2018,8,Friday,20,Part Three,DORCHESTER AVE,42.28831574,-71.06358730000001,"(42.28831574, -71.06358730)",2013-01-31,2013-01-31,2013-01-31,2013-01-31,2013-01-31
I182070093,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,186,,2018-08-31 19:10:00,2018,8,Friday,19,Part Two,BOSTON ST,42.32219952,-71.06110712,"(42.32219952, -71.06110712)",2013-02-01,2013-02-01,2013-02-01,2013-02-01,2013-02-01
I182070091,2647,Other,THREATS TO DO BODILY HARM,B2,290,,2018-08-31 20:22:00,2018,8,Friday,20,Part Two,MALCOLM X BLVD,42.33130111,-71.09333508,"(42.33130111, -71.09333508)",2013-02-02,2013-02-02,2013-02-02,2013-02-02,2013-02-02
I182070090,3115,Investigate Person,INVESTIGATE PERSON,D4,134,,2018-08-31 20:17:00,2018,8,Friday,20,Part Three,BOYLSTON ST,42.3503787,-71.07626098,"(42.35037870, -71.07626098)",2013-02-03,2013-02-03,2013-02-03,2013-02-03,2013-02-03
I182070089,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,919,,2018-08-31 20:21:00,2018,8,Friday,20,Part Three,ASHMONT ST,42.28741228,-71.05793993,"(42.28741228, -71.05793993)",2013-02-04,2013-02-04,2013-02-04,2013-02-04,2013-02-04
I182070088,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,378,,2018-08-31 20:52:00,2018,8,Friday,20,Part One,ASHMONT ST,42.28864774,-71.05397944,"(42.28864774, -71.05397944)",2013-02-05,2013-02-05,2013-02-05,2013-02-05,2013-02-05
I182070087,1402,Vandalism,VANDALISM,D14,802,,2018-08-31 19:15:00,2018,8,Friday,19,Part Two,BRIGHTON AVE,42.35342608,-71.13508383,"(42.35342608, -71.13508383)",2013-02-06,2013-02-06,2013-02-06,2013-02-06,2013-02-06
I182070086,2647,Other,THREATS TO DO BODILY HARM,B3,407,,2018-08-31 20:16:00,2018,8,Friday,20,Part Two,OLD MORTON ST,42.27294749,-71.07154272,"(42.27294749, -71.07154272)",2013-02-07,2013-02-07,2013-02-07,2013-02-07,2013-02-07
I182070085,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,, ,,2018-08-31 18:30:00,2018,8,Friday,18,Part Three,,42.35451684,-71.13881966,"(42.35451684, -71.13881966)",2013-02-08,2013-02-08,2013-02-08,2013-02-08,2013-02-08
I182070084,361,Robbery,ROBBERY - OTHER,B2,318,,2018-08-31 19:05:00,2018,8,Friday,19,Part One,HUMBOLDT AVE,42.31024899,-71.09183929999999,"(42.31024899, -71.09183930)",2013-02-09,2013-02-09,2013-02-09,2013-02-09,2013-02-09
I182070084,2622,Other,KIDNAPPING/CUSTODIAL KIDNAPPING,B2,318,,2018-08-31 19:05:00,2018,8,Friday,19,Part Two,HUMBOLDT AVE,42.31024899,-71.09183929999999,"(42.31024899, -71.09183930)",2013-02-10,2013-02-10,2013-02-10,2013-02-10,2013-02-10
I182070084,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,318,,2018-08-31 19:05:00,2018,8,Friday,19,Part One,HUMBOLDT AVE,42.31024899,-71.09183929999999,"(42.31024899, -71.09183930)",2013-02-11,2013-02-11,2013-02-11,2013-02-11,2013-02-11
I182070082,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,900,,2018-08-31 19:50:00,2018,8,Friday,19,Part Three,STARR KING CT,42.37809471,-71.05570177,"(42.37809471, -71.05570177)",2013-02-12,2013-02-12,2013-02-12,2013-02-12,2013-02-12
I182070081,3114,Investigate Property,INVESTIGATE PROPERTY,C11,345,,2018-08-31 19:49:00,2018,8,Friday,19,Part Three,TOPLIFF ST,42.30284782,-71.06808985,"(42.30284782, -71.06808985)",2013-02-13,2013-02-13,2013-02-13,2013-02-13,2013-02-13
I182070080,3201,Property Lost,PROPERTY - LOST,A1,78,,2018-08-31 14:00:00,2018,8,Friday,14,Part Three,BLACKSTONE ST,42.36165196,-71.05630529,"(42.36165196, -71.05630529)",2013-02-14,2013-02-14,2013-02-14,2013-02-14,2013-02-14
I182070079,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,E5,736,,2018-08-31 20:05:00,2018,8,Friday,20,Part Three,HASTINGS ST,42.28678123,-71.15741315,"(42.28678123, -71.15741315)",2013-02-15,2013-02-15,2013-02-15,2013-02-15,2013-02-15
I182070078,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,339,,2018-08-31 19:57:00,2018,8,Friday,19,Part Two,CHURCH ST,42.30866634,-71.06198089,"(42.30866634, -71.06198089)",2013-02-16,2013-02-16,2013-02-16,2013-02-16,2013-02-16
I182070076,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,758,,2018-08-31 20:14:00,2018,8,Friday,20,Part Three,WASHINGTON ST,42.35042609,-71.16637332,"(42.35042609, -71.16637332)",2013-02-17,2013-02-17,2013-02-17,2013-02-17,2013-02-17
I182070075,2610,Other,TRESPASSING,D4,149,,2018-08-31 20:13:00,2018,8,Friday,20,Part Two,DARTMOUTH ST,42.34767067,-71.07620742,"(42.34767067, -71.07620742)",2013-02-18,2013-02-18,2013-02-18,2013-02-18,2013-02-18
I182070074,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,85,,2018-08-31 12:00:00,2018,8,Friday,12,Part Two,ENDICOTT ST,42.36517799,-71.05739255,"(42.36517799, -71.05739255)",2013-02-19,2013-02-19,2013-02-19,2013-02-19,2013-02-19
I182070073,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,181,,2018-08-31 18:02:00,2018,8,Friday,18,Part Two,NORFOLK AVE,42.32587659,-71.07024947,"(42.32587659, -71.07024947)",2013-02-20,2013-02-20,2013-02-20,2013-02-20,2013-02-20
I182070072,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,958,,2018-08-31 19:54:00,2018,8,Friday,19,Part Two,BELLFLOWER ST,42.32445145,-71.05810679999999,"(42.32445145, -71.05810680)",2013-02-21,2013-02-21,2013-02-21,2013-02-21,2013-02-21
I182070072,3130,Search Warrants,SEARCH WARRANT,C6,958,,2018-08-31 19:54:00,2018,8,Friday,19,Part Three,BELLFLOWER ST,42.32445145,-71.05810679999999,"(42.32445145, -71.05810680)",2013-02-22,2013-02-22,2013-02-22,2013-02-22,2013-02-22
I182070070,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,716,,2018-08-31 19:30:00,2018,8,Friday,19,Part Three,GLENHAVEN RD,42.27147462,-71.16472873,"(42.27147462, -71.16472873)",2013-02-23,2013-02-23,2013-02-23,2013-02-23,2013-02-23
I182070068,1402,Vandalism,VANDALISM,E13,608,,2018-08-31 19:20:00,2018,8,Friday,19,Part Two,S HUNTINGTON AVE,42.32639844,-71.11152626,"(42.32639844, -71.11152626)",2013-02-24,2013-02-24,2013-02-24,2013-02-24,2013-02-24
I182070067,3301,Verbal Disputes,VERBAL DISPUTE,A7,4,,2018-08-31 19:25:00,2018,8,Friday,19,Part Three,BAYSWATER ST,42.38248472,-70.99982811,"(42.38248472, -70.99982811)",2013-02-25,2013-02-25,2013-02-25,2013-02-25,2013-02-25
I182070066,801,Simple Assault,ASSAULT - SIMPLE,A7,23,,2018-08-31 19:11:00,2018,8,Friday,19,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)",2013-02-26,2013-02-26,2013-02-26,2013-02-26,2013-02-26
I182070066,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A7,23,,2018-08-31 19:11:00,2018,8,Friday,19,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)",2013-02-27,2013-02-27,2013-02-27,2013-02-27,2013-02-27
I182070066,2407,Disorderly Conduct,ANNOYING AND ACCOSTING,A7,23,,2018-08-31 19:11:00,2018,8,Friday,19,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)",2013-02-28,2013-02-28,2013-02-28,2013-02-28,2013-02-28
I182070066,2657,Other,VIOLATION - CITY ORDINANCE,A7,23,,2018-08-31 19:11:00,2018,8,Friday,19,Part Two,BENNINGTON ST,42.3764438,-71.03474021,"(42.37644380, -71.03474021)",2013-03-01,2013-03-01,2013-03-01,2013-03-01,2013-03-01
I182070065,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D14,755,,2018-08-31 18:42:00,2018,8,Friday,18,Part Three,TREMONT ST,42.35115368,-71.17291563,"(42.35115368, -71.17291563)",2013-03-02,2013-03-02,2013-03-02,2013-03-02,2013-03-02
I182070064,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,771,,2018-08-30 12:00:00,2018,8,Thursday,12,Part Three,WINSHIP ST,42.34666037,-71.15209532,"(42.34666037, -71.15209532)",2013-03-03,2013-03-03,2013-03-03,2013-03-03,2013-03-03
I182070063,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A15,60,,2018-08-31 14:00:00,2018,8,Friday,14,Part Three,ARROW ST,42.37270654,-71.06412658,"(42.37270654, -71.06412658)",2013-03-04,2013-03-04,2013-03-04,2013-03-04,2013-03-04
I182070062,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,230,,2018-08-31 19:39:00,2018,8,Friday,19,Part Three,L ST,42.333537899999996,-71.03531827,"(42.33353790, -71.03531827)",2013-03-05,2013-03-05,2013-03-05,2013-03-05,2013-03-05
I182070061,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,559,,2018-08-31 19:39:00,2018,8,Friday,19,Part Two,DURNELL AVE,42.28219943,-71.13269192,"(42.28219943, -71.13269192)",2013-03-06,2013-03-06,2013-03-06,2013-03-06,2013-03-06
I182070060,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,C6,229,,2018-08-31 19:05:00,2018,8,Friday,19,Part Three,E FIFTH ST,42.33381437,-71.04284935,"(42.33381437, -71.04284935)",2013-03-07,2013-03-07,2013-03-07,2013-03-07,2013-03-07
I182070059,2610,Other,TRESPASSING,B2,179,,2018-08-31 18:50:00,2018,8,Friday,18,Part Two,GERARD ST,42.33176796,-71.07182739,"(42.33176796, -71.07182739)",2013-03-08,2013-03-08,2013-03-08,2013-03-08,2013-03-08
I182070058,3115,Investigate Person,INVESTIGATE PERSON,E18,545,,2018-08-07 19:00:00,2018,8,Tuesday,19,Part Three,GORDON AVE,42.25866047,-71.12986111,"(42.25866047, -71.12986111)",2013-03-09,2013-03-09,2013-03-09,2013-03-09,2013-03-09
I182070057,3114,Investigate Property,INVESTIGATE PROPERTY,C11,336,,2018-08-31 18:49:00,2018,8,Friday,18,Part Three,RICHFIELD ST,42.30597541,-71.07011898,"(42.30597541, -71.07011898)",2013-03-10,2013-03-10,2013-03-10,2013-03-10,2013-03-10
I182070056,3115,Investigate Person,INVESTIGATE PERSON,E18,540,,2018-08-31 18:18:00,2018,8,Friday,18,Part Three,SUNNYSIDE ST,42.25137716,-71.13295048,"(42.25137716, -71.13295048)",2013-03-11,2013-03-11,2013-03-11,2013-03-11,2013-03-11
I182070054,3115,Investigate Person,INVESTIGATE PERSON,B2,304,,2018-08-31 18:39:00,2018,8,Friday,18,Part Three,MARCELLA ST,42.32102023,-71.09352344,"(42.32102023, -71.09352344)",2013-03-12,2013-03-12,2013-03-12,2013-03-12,2013-03-12
I182070053,1402,Vandalism,VANDALISM,C11,345,,2018-08-31 09:00:00,2018,8,Friday,9,Part Two,HOMES AVE,42.30344073,-71.06674608,"(42.30344073, -71.06674608)",2013-03-13,2013-03-13,2013-03-13,2013-03-13,2013-03-13
I182070052,617,Larceny,LARCENY THEFT FROM BUILDING,D14,800,,2018-08-31 18:23:00,2018,8,Friday,18,Part One,BRIGHTON AVE,42.35272466,-71.12927406,"(42.35272466, -71.12927406)",2013-03-14,2013-03-14,2013-03-14,2013-03-14,2013-03-14
I182070051,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,961,,2018-08-31 18:55:00,2018,8,Friday,18,Part One,SUMMER ST,42.25716913,-71.12530617,"(42.25716913, -71.12530617)",2013-03-15,2013-03-15,2013-03-15,2013-03-15,2013-03-15
I182070050,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,385,,2018-08-31 18:04:00,2018,8,Friday,18,Part Two,HALLET ST,42.28076737,-71.04736497,"(42.28076737, -71.04736497)",2013-03-16,2013-03-16,2013-03-16,2013-03-16,2013-03-16
I182070049,3115,Investigate Person,INVESTIGATE PERSON,B3,446,,2018-08-31 18:02:00,2018,8,Friday,18,Part Three,NORWELL ST,42.29828416,-71.07869447,"(42.29828416, -71.07869447)",2013-03-17,2013-03-17,2013-03-17,2013-03-17,2013-03-17
I182070048,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,620,,2018-08-31 18:08:00,2018,8,Friday,18,Part Three,BOYLSTON ST,42.34710196,-71.08841746,"(42.34710196, -71.08841746)",2013-03-18,2013-03-18,2013-03-18,2013-03-18,2013-03-18
I182070047,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,521,,2018-08-31 14:11:00,2018,8,Friday,14,Part Three,HYDE PARK AVE,42.25582051,-71.12411928,"(42.25582051, -71.12411928)",2013-03-19,2013-03-19,2013-03-19,2013-03-19,2013-03-19
I182070046,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING Â BICYCLE - INJURY,D14,760,,2018-08-31 17:48:00,2018,8,Friday,17,Part Three,WASHINGTON ST,42.34934252,-71.16386818,"(42.34934252, -71.16386818)",2013-03-20,2013-03-20,2013-03-20,2013-03-20,2013-03-20
I182070045,1402,Vandalism,VANDALISM,E13,303,,2018-08-26 18:00:00,2018,8,Sunday,18,Part Two,COLUMBUS AVE,42.3189886,-71.0983998,"(42.31898860, -71.09839980)",2013-03-21,2013-03-21,2013-03-21,2013-03-21,2013-03-21
I182070044,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,C6,177,,2018-08-31 18:14:00,2018,8,Friday,18,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)",2013-03-22,2013-03-22,2013-03-22,2013-03-22,2013-03-22
I182070043,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,,2018-08-31 17:50:00,2018,8,Friday,17,Part Three,BLUE HILL AVE,42.29663584,-71.08729385,"(42.29663584, -71.08729385)",2013-03-23,2013-03-23,2013-03-23,2013-03-23,2013-03-23
I182070042,619,Larceny,LARCENY ALL OTHERS,C11,345,,2018-08-16 05:00:00,2018,8,Thursday,5,Part One,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)",2013-03-24,2013-03-24,2013-03-24,2013-03-24,2013-03-24
I182070041,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,266,,2018-08-30 20:00:00,2018,8,Thursday,20,Part Three,WINTHROP ST,42.32506222,-71.07895079999999,"(42.32506222, -71.07895080)",2013-03-25,2013-03-25,2013-03-25,2013-03-25,2013-03-25
I182070040,3111,License Violation,LICENSE PREMISE VIOLATION,C6,206,,2018-08-31 18:21:00,2018,8,Friday,18,Part Three,SLEEPER ST,42.35348229,-71.04814061,"(42.35348229, -71.04814061)",2013-03-26,2013-03-26,2013-03-26,2013-03-26,2013-03-26
I182070039,3115,Investigate Person,INVESTIGATE PERSON,A7,28,,2018-08-31 18:23:00,2018,8,Friday,18,Part Three,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)",2013-03-27,2013-03-27,2013-03-27,2013-03-27,2013-03-27
I182070038,3201,Property Lost,PROPERTY - LOST,A1,72,,2018-08-30 18:00:00,2018,8,Thursday,18,Part Three,CAMBRIDGE ST,42.36109742,-71.06206081,"(42.36109742, -71.06206081)",2013-03-28,2013-03-28,2013-03-28,2013-03-28,2013-03-28
I182070037,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,680,,2018-08-31 17:00:00,2018,8,Friday,17,Part Three,CORINTH ST,42.28593201,-71.12933705,"(42.28593201, -71.12933705)",2013-03-29,2013-03-29,2013-03-29,2013-03-29,2013-03-29
I182070036,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,111,,2018-08-31 17:58:00,2018,8,Friday,17,Part Three,MASON ST,42.35483584,-71.06267377,"(42.35483584, -71.06267377)",2013-03-30,2013-03-30,2013-03-30,2013-03-30,2013-03-30
I182070035,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,904,,2018-08-31 17:40:00,2018,8,Friday,17,Part Two,ZEIGLER ST,42.32924494,-71.08200715,"(42.32924494, -71.08200715)",2013-03-31,2013-03-31,2013-03-31,2013-03-31,2013-03-31
I182070035,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,904,,2018-08-31 17:40:00,2018,8,Friday,17,Part Two,ZEIGLER ST,42.32924494,-71.08200715,"(42.32924494, -71.08200715)",2013-04-01,2013-04-01,2013-04-01,2013-04-01,2013-04-01
I182070034,619,Larceny,LARCENY ALL OTHERS,D14,796,,2018-08-31 15:30:00,2018,8,Friday,15,Part One,CHESTER ST,42.35159398,-71.12865659,"(42.35159398, -71.12865659)",2013-04-02,2013-04-02,2013-04-02,2013-04-02,2013-04-02
I182070033,3115,Investigate Person,INVESTIGATE PERSON,B2,329,,2018-08-31 16:50:00,2018,8,Friday,16,Part Three,OLDFIELDS RD,42.30821604,-71.07997835,"(42.30821604, -71.07997835)",2013-04-03,2013-04-03,2013-04-03,2013-04-03,2013-04-03
I182070032,617,Larceny,LARCENY THEFT FROM BUILDING,E13,583,,2018-08-31 13:00:00,2018,8,Friday,13,Part One,DAY ST,42.32512297,-71.10777974,"(42.32512297, -71.10777974)",2013-04-04,2013-04-04,2013-04-04,2013-04-04,2013-04-04
I182070031,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,318,,2018-08-31 16:08:00,2018,8,Friday,16,Part Three,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)",2013-04-05,2013-04-05,2013-04-05,2013-04-05,2013-04-05
I182070030,2647,Other,THREATS TO DO BODILY HARM,D4,162,,2018-08-31 16:44:00,2018,8,Friday,16,Part Two,WASHINGTON ST,42.34617634,-71.06471061,"(42.34617634, -71.06471061)",2013-04-06,2013-04-06,2013-04-06,2013-04-06,2013-04-06
I182070029,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C6,172,,2018-08-31 17:19:00,2018,8,Friday,17,Part Two,MASSACHUSETTS AVE,42.332603999999996,-71.072024,"(42.33260400, -71.07202400)",2013-04-07,2013-04-07,2013-04-07,2013-04-07,2013-04-07
I182070027,3301,Verbal Disputes,VERBAL DISPUTE,E13,579,,2018-08-31 16:11:00,2018,8,Friday,16,Part Three,PRIESING ST,42.32188259,-71.10378919,"(42.32188259, -71.10378919)",2013-04-08,2013-04-08,2013-04-08,2013-04-08,2013-04-08
I182070026,2647,Other,THREATS TO DO BODILY HARM,B2,258,,2018-08-31 16:27:00,2018,8,Friday,16,Part Two,MONADNOCK ST,42.31633855,-71.06879992,"(42.31633855, -71.06879992)",2013-04-09,2013-04-09,2013-04-09,2013-04-09,2013-04-09
I182070025,613,Larceny,LARCENY SHOPLIFTING,B2,329,,2018-08-31 17:05:00,2018,8,Friday,17,Part One,BLUE HILL AVE,42.30896999,-71.08284839,"(42.30896999, -71.08284839)",2013-04-10,2013-04-10,2013-04-10,2013-04-10,2013-04-10
I182070024,3410,Towed,TOWED MOTOR VEHICLE,D14,760,,2018-08-31 14:18:00,2018,8,Friday,14,Part Three,FAIRBANKS ST,42.35071344,-71.16296497,"(42.35071344, -71.16296497)",2013-04-11,2013-04-11,2013-04-11,2013-04-11,2013-04-11
I182070023,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,604,,2018-08-31 00:30:00,2018,8,Friday,0,Part One,OSWALD ST,42.331256700000004,-71.10418684,"(42.33125670, -71.10418684)",2013-04-12,2013-04-12,2013-04-12,2013-04-12,2013-04-12
I182070022,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,254,,2018-08-31 17:06:00,2018,8,Friday,17,Part Two,DORCHESTER AVE,42.30756404,-71.05843368,"(42.30756404, -71.05843368)",2013-04-13,2013-04-13,2013-04-13,2013-04-13,2013-04-13
I182070021,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,778,,2018-08-31 16:28:00,2018,8,Friday,16,Part Three,WASHINGTON ST,42.34901546,-71.15160335,"(42.34901546, -71.15160335)",2013-04-14,2013-04-14,2013-04-14,2013-04-14,2013-04-14
I182070020,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,349,,2018-08-31 16:44:00,2018,8,Friday,16,Part Three,ADAMS ST,42.30263978,-71.06038376,"(42.30263978, -71.06038376)",2013-04-15,2013-04-15,2013-04-15,2013-04-15,2013-04-15
I182070019,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,550,,2018-08-30 21:30:00,2018,8,Thursday,21,Part One,POPLAR ST,42.26988893,-71.13213509999999,"(42.26988893, -71.13213510)",2013-04-16,2013-04-16,2013-04-16,2013-04-16,2013-04-16
I182070017,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,E18,503,,2018-08-31 16:36:00,2018,8,Friday,16,Part Three,AMERICAN LEGION HWY,42.28671034,-71.10822888,"(42.28671034, -71.10822888)",2013-04-17,2013-04-17,2013-04-17,2013-04-17,2013-04-17
I182070016,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,607,,2018-08-31 15:49:00,2018,8,Friday,15,Part Three,GROTTO GLEN RD,42.32563183,-71.10845359,"(42.32563183, -71.10845359)",2013-04-18,2013-04-18,2013-04-18,2013-04-18,2013-04-18
I182070015,619,Larceny,LARCENY ALL OTHERS,A1,92,,2018-08-29 15:30:00,2018,8,Wednesday,15,Part One,CITY HALL PLZ,42.35972137,-71.05852359999999,"(42.35972137, -71.05852360)",2013-04-19,2013-04-19,2013-04-19,2013-04-19,2013-04-19
I182070014,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,B2,281,,2018-08-31 14:04:00,2018,8,Friday,14,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)",2013-04-20,2013-04-20,2013-04-20,2013-04-20,2013-04-20
I182070013,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D4,618,,2018-08-31 16:52:00,2018,8,Friday,16,Part Two,BOYLSTON ST,42.34601613,-71.0938121,"(42.34601613, -71.09381210)",2013-04-21,2013-04-21,2013-04-21,2013-04-21,2013-04-21
